"Group","ID","Item","Guidance","Done","Notes"
"CLUSTER OPERATORS REFERENCE > MACHINE API OPERATOR","6.26.1","Project","machine-api-operator","",""
"CLUSTER OPERATORS REFERENCE > MACHINE API OPERATOR","6.26.2","CRDs","MachineSet ¶ Machine ¶ MachineHealthCheck","",""
"CLUSTER OPERATORS REFERENCE > MACHINE CONFIG OPERATOR","6.27.1","Project","openshift-machine-config-operator","",""
"CLUSTER OPERATORS REFERENCE","6.28","MARKETPLACE OPERATOR","The Marketplace Operator is an optional cluster capability that can be disabled by cluster administrators if it is not needed. For more information about optional cluster capabilities, see ""Cluster capabilities"" in Installing. ¶ The Marketplace Operator simplifies the process for bringing off-cluster Operators to your cluster by using a set of default Operator Lifecycle Manager (OLM) catalogs on the cluster. When the ¶ Marketplace Operator is installed, it creates the openshift-marketplace namespace. OLM ensures catalog sources installed in the openshift-marketplace namespace are available for all namespaces on the cluster. ¶ operator-marketplace ¶ Marketplace capability","",""
"CLUSTER OPERATORS REFERENCE > NODE TUNING OPERATOR","6.29.1","Additional resources","About low latency","",""
"CLUSTER OPERATORS REFERENCE > OPENSHIFT API SERVER OPERATOR","6.30.1","Project","openshift-apiserver-operator","",""
"CLUSTER OPERATORS REFERENCE > OPENSHIFT API SERVER OPERATOR","6.30.2","CRDs","openshiftapiservers.operator.openshift.io Scope: Cluster CR: openshiftapiserver","",""
"CLUSTER OPERATORS REFERENCE > OPENSHIFT CONTROLLER MANAGER OPERATOR","6.31.1","Project","cluster-openshift-controller-manager-operator","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) CLASSIC OPERATORS","6.32.1","OLM Operator","The OLM Operator deploys applications defined by cluster service versions (CSVs) after their required resources are present in the cluster. It watches CSVs in a namespace, verifies requirements, and runs the install strategy when conditions are met. ¶ The OLM Operator is not concerned with the creation of the required resources; you can choose to manually create these resources using the CLI or using the Catalog Operator. This separation of concern allows users incremental buy-in in terms of how much of the OLM framework they choose to leverage for their application. ¶ The OLM Operator uses the following workflow: ¶ 1. Watch for cluster service versions (CSVs) in a namespace and check that requirements are met. ¶ 2. If requirements are met, run the install strategy for the CSV. ¶ A CSV must be an active member of an Operator group for the install strategy to run.","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) CLASSIC OPERATORS","6.32.2","Catalog Operator","The Catalog Operator in OpenShift Container Platform resolves and installs cluster service versions (CSVs) and their required resources from catalog sources. It watches subscriptions and catalog sources to create install plans and upgrade packages in channels. ¶ To track a package in a channel, you can create a Subscription object configuring the desired package, channel, and the CatalogSource object you want to use for pulling updates. When updates are found, an appropriate InstallPlan object is written into the namespace on behalf of the user. ¶ The Catalog Operator uses the following workflow: ¶ 1. Connect to each catalog source in the cluster. ¶ 2. Watch for unresolved install plans created by a user, and if found: a. Find the CSV matching the name requested and add the CSV as a resolved resource. b. For each managed or required CRD, add the CRD as a resolved resource. c. For each required CRD, find the CSV that manages it. ¶ 3. Watch for resolved install plans and create all of the discovered resources for it, if approved by a user or automatically. ¶ 4. Watch for catalog sources and subscriptions and create install plans based on them.","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) CLASSIC OPERATORS","6.32.3","Catalog Registry","The Catalog Registry stores cluster service versions (CSVs), custom resource definitions (CRDs), and metadata about packages and channels for Operator installation in OpenShift Container Platform. Package manifests link package identities to CSVs so the Catalog Operator can step through channel upgrade paths. ¶ A package manifest is an entry in the Catalog Registry that associates a package identity with sets of CSVs. Within a package, channels point to a particular CSV. Because CSVs explicitly reference the CSV that they replace, a package manifest provides the Catalog Operator with all of the information that is required to update a CSV to the latest version in a channel, stepping through each intermediate version.","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) CLASSIC OPERATORS","6.32.4","CRDs","Operator Lifecycle Manager (OLM) and the Catalog Operator manage the following custom resource definitions (CRDs) that form the basis of the Operator Framework. ¶ Resource Shor Own Description t er nam e ¶ ClusterServic csv OLM Application metadata: name, version, icon, required resources, eVersion installation, and so on. (CSV) ¶ InstallPlan ip Catal Calculated list of resources to be created to automatically install or ¶ og upgrade a CSV. ¶ CatalogSour cats Catal A repository of CSVs, CRDs, and packages that define an application. ce rc og ¶ Subscription sub Catal Used to keep CSVs up to date by tracking a channel in a package. og ¶ Resource Shor Own Description t er nam e ¶ OperatorGro og OLM Configures all Operators deployed in the same namespace as the up OperatorGroup object to watch for their custom resource (CR) in a list of namespaces or cluster-wide. ¶ Each of these Operators is also responsible for creating the following resources: ¶ Resource Owner ¶ Deployments OLM ¶ ServiceAccounts ¶ (Cluster)Roles ¶ (Cluster)RoleBindings ¶ CustomResourceDefinitions (CRDs) Catalog ¶ ClusterServiceVersions","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) CLASSIC OPERATORS","6.32.5","Cluster Operators","In OpenShift Container Platform, OLM functionality is provided across a set of cluster Operators: ¶ operator-lifecycle-manager Provides the OLM Operator. Also informs cluster administrators if there are any installed Operators blocking cluster upgrade, based on their olm.maxOpenShiftVersion properties. For more information, see ""Controlling Operator compatibility with OpenShift Container Platform versions"". ¶ operator-lifecycle-manager-catalog Provides the Catalog Operator. ¶ operator-lifecycle-manager-packageserver Represents an API extension server responsible for collecting metadata from all catalogs on the cluster and serves the user-facing PackageManifest API.","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) CLASSIC OPERATORS","6.32.6","Additional resources","Understanding Operator Lifecycle Manager (OLM)","",""
"CLUSTER OPERATORS REFERENCE > OPERATOR LIFECYCLE MANAGER (OLM) V1 OPERATOR","6.33.1","Additional resources","Extensions overview Compatibility with OpenShift Container Platform versions","",""
"CLUSTER OPERATORS REFERENCE > OPENSHIFT SERVICE CA OPERATOR","6.34.1","Project","openshift-service-ca-operator","",""
"CLUSTER OPERATORS REFERENCE","6.35","VSPHERE PROBLEM DETECTOR OPERATOR","The vSphere Problem Detector Operator checks clusters that are deployed on vSphere for common installation and misconfiguration issues that are related to storage. ¶ The vSphere Problem Detector Operator is only started by the Cluster Storage Operator when the Cluster Storage Operator detects that the cluster is deployed on vSphere. 6.35.1. Configuration No configuration is required. 6.35.2. Notes The Operator supports OpenShift Container Platform installations on vSphere. The Operator uses the vsphere-cloud-credentials to communicate with vSphere. The Operator performs checks that are related to storage. Using the vSphere Problem Detector Operator","",""
"OLM V1","7.1","ABOUT OPERATOR LIFECYCLE MANAGER V1","Operator Lifecycle Manager (OLM) was included with OpenShift Container Platform 4 from its initial release. OpenShift Container Platform 4.18 includes components for a next-generation iteration of OLM as a generally available feature, which is known during this phase as OLM v1. This updated framework evolves many of the concepts that have been part of previous versions of OLM and adds new capabilities. Starting in OpenShift Container Platform 4.17, documentation for OLM v1 has been moved to the new guide, ""Extensions (OLM v1)"". ¶ Extensions (OLM v1)","",""
